sentence,label
sharing knowledge regarding course clearly,1
good feedback,1
knowledgeable kind,1
know well web design give us knowledge,1
shes knowledgeable lessons shes teaching shows something itll easier students try,1
knows teaching well nice really understanding students,1
cant say really much,1
considerate,1
good communicating students,1
sharing knowledge regarding course explain topic orderly,1
hes cold teaching skills hes get anger class,1
magaling magturo,1
class participation,1
knows topics well,1
mastery topic,1
clear loud,1
aside hes knowledgeable lessons hes teaching actually tries make whole session interactive interesting providing life situation examples connected lessons,1
good discussion also instructor kind,1
think strengths professor knowledgable course gives activities students also considerate quiz exam gives us enough time date exam us working students,1
demonstration used software clear,1
way teaching us every lesson good enough students gain knowledge,1
hes good teacher knowledgeable,1
really like strictness umaabot point parang kinakain sariling ideya yung pagiging strict nya masaya kasi matututunan mag ggrow talaga plus hes considerate delicate students knows treat one fairly,1
actually knows make students engaged lessons teach clarity,1
strict,1
point topics clearly provide knowledge topic,1
always present class,1
good explaning lessons,1
good teaching explained topic well clear sure us learned lot,1
knowledgable kind sometimes strict,1
magaling magpaliwanag magturo,1
teaches subject well explains topics emotions,1
good feedback class,1
relatable lessons good teaching,1
think strength professor explains topic well relates real life also gives examples understand properly,1
broad teaching considerate,1
hes approachable good explaining also finds way us catch lessons giving us examples,1
discussed topic carefully,1
knowledgeable topics lessons hes teaching class,1
instructor proved mastered topic,1
hes good using exel po,1
strict,1
kindness,1
good explaining lesson,1
knowledge subject,1
good teaching,1
knows properly explain topic hes strict whether quiz exam,1
knows lessons well great visuals,1
good feedback,1
sharing knowledge regarding course,1
really good rapping rapper teacher lol,1
think strengths professor good teaching gives examples topic,1
knowledgeable,1
knowledgeable course teaching,1
good explaining,1
always time instructor knowledgeable course,1
explain lectures,1
confident saying,1
explain lesson good way,1
nice think problem im comes math,1
knows teaching well,1
hes knowledgeable lessons hes teaching maximized time every topic lesson covered,1
asking us gets lesson going another,1
excellent mastery course,1
considerate,1
hes approachable good explaining always ask students nakaka sunod ba,1
mahaling magturo,1
explaining lessons simplest way,1
hes approachable,1
problem solving,1
good teaching,1
nothing,1
sharing knowledge regarding course,1
kind knowleadgeable,1
think strength professor good teaching gives thought also gives examples topic,1
explains topics well great encouraging students participate,1
lot knowledge course give better explanation lesson,1
meet students face face online,1
magaling mag explain lesson student nakikinig,1
knowledge experience,1
maam strength way presents everything everything complete single missed lesson even one always uploads recorded classes also fun teach,1
knows lot comes multimedia,1
considerate students comfortable shes teaching,1
like way teaching learned alot subject class boring,1
behavioral attitude students complete lessons presence,1
gives consideration students like missed quiz open take profs others strict makes students comfortable every class,1
explains lessons well laymans terms well use real life scenarios good encouraging students participate considerate,1
communicate students even face face,1
knowledge experience,1
always checked someone class might feel still even almost quite class always remind us lessons,1
able communicate students give consideration students,1
even though new teaching see professional,1
sir strength would way updates lessons always date posting everything needed,1
behavioral attitude students complete lessons presence,1
knowledgeable experienced said course,1
knowledge expertise interms course,1
give announcement,1
knowledge experience,1
shes good teaching actually shes strict students suddenly getting nervous class,1
excellent hands comes capstone research,1
lot experience motivate students taking capstone,1
behavioral attitude students complete lessons presence,1
instructor talks nicely approachable person way teaches lesson always relates reallife scenarios personal experiences top communicates well students contributes academics personal growth learner,1
way teaches like shes mother always thinks whats best us considerate way talks students like shes friend always makes us comfortable class,1
knowledgeable course,1
articulate expertise area subject,1
good communicating engaging students teaching well,1
respectful students time ability privacy responds well queries informs students ahead necessary changes schedule course requirements articulates well lesson every lecture,1
instructor provides materials ahead discussion makes students knowledgeable know prior synchronous classes also considerate value time,1
prof wide broad knowledge comes teaching,1
instructor lively teaching makes course light,1
cant describe since shes already good effective efficient teacher ccc wish prof,1
organized lesson clarity lesson,1
explains lesson us carefully way understand clearly,1
strength way speaks explaination,1
mabait mahinahon napapaliwanag maayos ag lesson,1
prof explains everything well helps everyone participate class,1
maam way teaching engaging always see every lecture dont listen much possible share inputs well,1
considerate good magaling magturo,1
shes one prof mine whos considerate even already synchronous classes record us watch us learn lesson well aside also upload lessons,1
good communicator interactive organized,1
nice appoachable great teaching,1
passion determination teach us us,1
compassionate towards students consistently reminds us prioritize wellbeing also enthusiastic teaching course,1
knowledgeable course also teaching us subject underestimate,1
clarity teach lesson,1
enthusiastic good communicator knowledgeable interesting teaching style,1
pe afternoon subject right finish eating lunch usually get sleepy afternoon prof manage keep us attentive explains topic well,1
nice,1
overall excellent teaching approachable,1
instructor much knowledgeable course teaching light approachable students make clear concise instructions giving activities lastly considerate emphatic,1
instructors strength expertise field way knows hes teaching approachable,1
patience creativity positivity enthusiasm,1
hes good teaching demonstrate pe means talaga sobrang bait approachable considerate person,1
instructor help students active,1
explains topic properly way understand,1
funny ease teaching also energetic,1
sir strength energetic teacher never lost positive vibes teaching,1
instructor knowledgeable course,1
knowledgeable regarding subject teaching,1
speaks clearly discussing lectures enough interaction students occasionally interjects humor keep class engaged also amiable regards handling situations students troubled meet requirements,1
know demonstrate accurately instructions lectures,1
hes considerate professional shows boundaries students well make us comfortable around,1
instructor approachable also communicates well students contributes academics personal growth learner,1
energetic teaching heart mean dedicated,1
hes indeed favorite prof hes able deliver lesson,1
always makes class fun interactive since hes teaching challenging subject virtually,1
act cool yet professional times class made catch attention,1
family us students guess,1
approachable helps students make research easy,1
easy approach professional,1
clarity speech voice,1
good speaking skills,1
mastery subject matter,1
productive class hours,1
always makes sure inform us something weeks happens always reassuring,1
easy reach needed email,1
ms organized instructor made easy us absorb everything course offers lectures comprehensible well activities given us id like give emphasis ms gives feedback works appreciate much helped lot assessing performance student,1
shes knowledgeable course teaching,1
instructor teaches us great,1
quite wellrounded teaching style sufficient,1
well organized lesson clarity lesson well spoken,1
prof knowledgeable course teaching,1
mam gracefull,1
quizzes lessons helped remember topic well prof makes class much interactive,1
dont know guess family goals achieve future,1
explains lesson us carefully way understand clearly,1
instructor calm approachable organize tasks give clear instructions students given activities reinforces insights ideas taught course,1
good communications teaching patience enthusiasm,1
caring good communicator relatable organized,1
good approachable,1
maam teaching wellorganized say within short period time felt dedication teaching even encouraging us push towards best version giving us welldiscussed lectures feedback improvement,1
good teaching,1
way explains speaks effective,1
theyre knowledgeable didnt let students left behind want learn everything fullest extent theyre willing adjust schedules,1
easy communicate knowledgeable course,1
discuss well,1
instructor talks nicely approachable person way teaches lesson always relates reallife scenarios personal experiences top communicates well students contributes academics personal growth learner,1
good explaining teaching subject,1
instructor approachable person class hours way teaches lesson always relates teach simple manner would easily pick learner top communicates well students contributes academics personal growth learner,1
knows subject really well shows mastery subject,1
teaching style direct clear,1
personal interest students,1
knows teaching best cope changes teaching,1
knowledgable lesson teaches us whole semester,1
knowledgeable course,1
knowledgeable calm discussing lessons engage students make ways interactive discussion,1
organized lesson,1
explains lesson us carefully way understand clearly,1
instructor knowledgeable course,1
confident delivering lecture well also gives lot examples clarity,1
instructor teaches really well,1
able explain well lessons didnt discuss whole midterm unable reach even approaching,1
good communication patience,1
use tools help us understand solve problem equations,1
mabait magaling magturo masaya mag turo,1
hes good teaching math even explains give examples,1
dont know since taught us twice one first week class one week final,1
course organized easy follow provides copy course materials easily accessible comprehensive engages students actively participate class discussion activities informs student ahead time class schedule gives clear set instructions whenever course requirements need done compliments students school work done excellently,1
instructor knowledgeable course instructor responsive students questions,1
realization subject,1
listen students suggestions,1
maybe us determined teach us guess,1
good communication listening patience engaging presence,1
better considerate funny professor also easy going loved adore every activities us,1
approachable calm fun good work,1
prof thinks ways improve interaction every synchronous session,1
aside cute instructor hes also approachable communicates well students contributes academics personal growth learner,1
every lecture ite 101 evident organized wellprepared sir towards teaching one thing highly commendable manages budget given time able discussion recitation group activity simultaneously within one half hour also went beyond scope module even gave us tips reminders focused living practically efficiently,1
explains lesson us carefully way understand clearly,1
teaching style direct clear organized good communicator knowledgeable enthusiastic trying methods make class engaging,1
way speaks explaination well,1
good teaching methods,1
hes good teaching approachable den chats concerns nag rereply agad,1
instructor knowledgeable course make activities relevenat topic reinforces lessons tackled also provide interactive discussion,1
si sir po magaling guro alam alam po yung tinuturo nya,1
knowledgeable course,1
instructor great field way teaches shows really studied well course teaching,1
sir strength knowledgeable skillful course teaching,1
sir consistent great flow discussion clear direct results effective learning manages time efficiently wherein engagement short role playing online enough time discuss lessons also tasks activities given us comprehensible serve avenue us apply learned also given enough time us accomplish,1
lectures synchronous class always comprehensive flexible learning materials used synchronous class given earlier always thoroughly organized,1
always attend sched discuss lesson well,1
wellorganized lesson clarity lesson,1
hes calm wellspoken teaching,1
im amazed knowledge skill regarding subject teaching informative really learned lot love u sir pau,1
applies every lesson real life situation let understand discussion well,1
brilliant,1
organized lesson clarity lesson,1
knowledgeable course,1
way teaching straightforward good communicator organized concerned students growth,1
far everything spotless,1
opinion interactive skills,1
articulate effectively teaching style,1
instructor knowledgeable course,1
good communication listrning teaching well,1
great correcting grammar lapses strict knows teaching,1
knowledgeable encourages usage english language students dispensable course,1
explains lesson us carefully way understand clearly,1
instructor approachable person way teaches lesson always relates reallife scenarios personal experiences top communicates well students contributes academics personal growth learner,1
knowledge explaination lesson,1
hes detailed teaching backup lesson case cant teach us,1
prof makes effort send us lessons together voice record explaining topic,1
hes good english hes also good teaching,1
discuss well correct us grammars,1
good explaining subject,1
sir one best professor ccc,1
dont know strength always best teach us nice,1
professor strength connected student treat us like children,1
instructor approachable sometimes teaches humorously telling jokes get attention learners alive class hours also communicates well students contributes academics personal growth learner,1
nice good educator also considers reasons students take activities quizzes exams really love way teaches us,1
great educator punctual interactive consistent supportive enthusiastic,1
sir teaches heart every lecture always smooth light never felt burden course always prioritize learning especially wellbeing,1
one best prof ive ever seen comfortable easy communicate students,1
prof elpano explains topic well remember topic even reading module,1
teaches well approachable,1
explains lesson us carefully way understand clearly,1
instructor approachable kind considerate empathic consistent comes synchronous classes,1
organization lesson clarity lesson well spoken,1
magaling magturo considerate malinaw magturo matututunan talaga,1
eagerness always present synchronous sessions,1
good discussing iearn immediately discuss,1
si sir po sobrang bait madaling tanunhin bagay kailangang malaman po subject,1
sir good organizing order lessons never failed post lms lesson handouts always make sure everyone follow discussion strategy giving quizzes every end lessons commendable,1
detailed good teaching organize good relationship students educator,1
good communication skill understanding patient,1
sir wellspoken filipino also easy understand lectures delivers well,1
hes approachable well delivering lesson gave us lot example us get point clearer hes approaching us considerate comes quizzes,1
energetic well delivered lessons ease,1
instructor knowledgeable course willingness listen understand help students far gives consideration deserving students,1
hes kind students love gave quizzed materials easy learn teacher able teach students easiest way possible teachings teachers give theyll bring graduate future,1
brilliant,1
provides clear comprehensive lectures enough engagements interactions students interjects humor keeps class engaged lecture considerate students ability time giving class works setting deadlines amiable approachable responds timely manner students inquiries encourages students actively participate class activities discussions require expect students submit course requirement outside school hours cares students,1
strength teaching filipino make us comfortable teaching understand lecture,1
th instructor good teaching building relationship students,1
definitely many things strength teaching course make us focus whole session class powerful strength got educator,1
professor one favorite professor dedicated jolly easy going professor ive encountered,1
never skips classes unless necessary allow us learn experience subject,1
strength instructor teaching course years teaching excellent knows course explains modules really well,1
giving constructive criticism works students,1
enthusiasm teaching patience,1
knowledgeable topic elaborate lesson engage students encourage interactive discussions,1
shes good teaching,1
instructor let students express,1
instructor approachable also communicates well students contributes academics personal growth learner,1
professor strength engaging student well positive teacher class,1
allowed us ask questions shes approachable,1
instructor willingness listen students understand help far,1
maam good explaining topic,1
patient good listening students perspective,1
full practices exercises tackling main topics,1
speaks lightly intimidated comfortable share thoughts class every lesson always gives us activity helps remember lessons well im really comfortable prof,1
detailed discussing lesson providing depth explanation us student understand easily topic,1
speaks well articulate,1
strengths teaching engm make students understand lecture make students comfortable teaching,1
need improve operating devices uses,1
fluency english,1
enough interaction instructor students good interaction initiated instructors,1
hardworking teacher always make sure students able go comply necessary activities subject,1
punctual good communicator caring committed,1
think strength openness insights us students making sure stay involved discussion,1
sure topics fluent teaching new things gently asking clarification,1
shes knowledgeable course,1
shes able deliver lessons well ask questions know listening able make discussion livelier,1
opinion instructors family also determination teach us achieve goals,1
mam acommodating,1
good way teaching,1
teaching method strength,1
excellent way teaching,1
ideas concepts lesson clearly expressed easily understood speaks coherently generously provides copy course materials,1
prof strengths engaging student nicely fun,1
instructor knowlegeable course,1
prof shares us personal experience children explains everything precisely,1
us guess instructor wanted us achieve want also always mind need help time,1
shes active passionate shes,1
good teaching communication patience understanding,1
explains lesson us carefully way understand clearly,1
shes approachable love listening,1
well professor really love learned lot,1
responsible organized good communicator knowledgeable,1
always active lively ol class,1
shes good updates us always,1
maam best,1
easy communicate knowledgeable course,1
instructor approachable whats talks nicely way teaches lesson always relates reallife scenarios personal experiences top communicates well students contributes academics personal growth learner,1
shes discuss well gives us lot examples preferences us understand lessons,1
instructor approachable gives lot examples teaching connection students teaching great,1
instructor well experienced field teach students provide true life examples makes subject relatable give activities help students retain ideas insights course,1
effective teaching style skills,1
shes teaching didnt treat us student son daughter shes lovely joyful,1
clear teaching,1
openness interactive skills,1
knowlegdeagle course teach lot relatable examples,1
explain lesson way students understand easily,1
good teaching,1
knowledgeable course,1
excellent professor,1
lot explanation every lesson,1
explain lesson well,1
easily talk even time class,1
strict required us give 100 attention topic,1
open us point chat anytime things arent right also know well teaching,1
concise explanation given lesson prepared,1
nothing much,1
knowledge subject broad,1
lesson delivered well,1
makes subject interesting knowledgeable,1
deep understanding subject,1
effective explanation lesson interaction students helps discuss variety view open,1
ayos mag turo si sir kaso wala lagi,1
malinaw nyang naipapaliwanag lessons,1
effective module explanations communicative students,1
good professor sense humor,1
explain lesson way students understand easily,1
wala ayos mag turo,1
knows interact students well,1
good teaching,1
polite students open opinions,1
also know teaching relate current lives experiences always remember something always,1
teaching method allows us participate instead explaining every detail effective challenges knowledge skillset subject,1
clearly explain lessons,1
make subject interesting,1
knowledgeable course explains clearly,1
lesson delivered well,1
knowledgeable course,1
hes competitive professor kind kind approachable,1
creativity openness,1
nagbibigay sya power point napepresent naman nya yon nasa gmeet,1
good way teaching usually calling students additional points,1
knowledgeable enough make power presentations easily understand,1
handson teacher knowledgeable course,1
mabait maayos mag turo,1
able communicate wit us politeness maam super understanding,1
good teaching,1
also always giving us time evaluate shes saying really explaining lesson easy way give us lot lesson review,1
accessible always online google classroom answers questions,1
good teaching,1
teach us nothing recommend,1
shes always time never absent google meet tackles lesson impressively,1
knowledge subject way handing activities thumbs,1
interactive skills,1
detailed data implemented teaching materials well designed complicated important matters regarding subject immediately responded,1
shows professional subject,1
technique direct point easy understand also provides presentation us students make easier understand reviewing lessons,1
malinaw naipapaliwanag lessons,1
answer students questions lesson explain lesson well also contacted quickly concern lesson,1
lesson delivered well,1
finishing lessons earlier,1
nice kind students,1
nagpepresent sya powerpoint ideas,1
preciseness information,1
explain clearly exciting student listen,1
knowledgeable contact even outside class hours explains topic clearly,1
class fun teaching skills,1
knowledgeable students,1
lectures clear organized comprehensive responds well students inquiries,1
discuss lectures clearly,1
hes explaining lesson thoroughly,1
thinkprof strength calm teaching student listen calmly well,1
wellorganized lesson clarity lesson wellspoken,1
explains lesson us carefully way understand clearly,1
patience good communication,1
instructor knowledgeable course hand,1
knowledgeable committed much share way teaching interesting eye opening,1
magaling magturo,1
good explaining hes teaching,1
explanation thoughts way speaks,1
discuss well,1
hate everything economy since dont really understand prof openas explanation makes easier comprehend,1
instructor talks nicely approachable person way teaches lesson always relates reallife scenarios personal experiences top communicates well students contributes academics personal growth learner,1
strength evaluate explain lesson easy way students easily understand hes trying explain,1
able teach designated time,1
knows teaching,1
knowledgeable course making sure students understand topic,1
good explaining lessons,1
assurance knowledges taught good,1
good presenting lessons good explanation,1
knows handle students,1
even though sometimes seems difficult understand lesson still manages convey lesson us properly,1
maayos mag turo,1
nice aprochable time,1
knowledgeable enough teach course,1
instructor always approachable even outside class hours,1
lesson delivered well,1
clear teaching,1
communicative easy ask certain clarifications regarding exam lessons,1
nagpepresent sya powerpoint klase mas maunawaan mas malaman pinagaaralan,1
good teaching,1
prof consistent new activities every week learning lot activities,1
knowledge lessons broad,1
explain everything clearly,1
explain lesson way students understand easily,1
knowledgeable course,1
hes excellent professor,1
learning material provides great,1
cool nice teacher straight topic self gives us recap topic learn apply subject,1
modules implemented structured easy understand,1
good explaining easily understand need learn,1
open answers right wrong wrong correct respect student,1
maayos naman mag turo kaso lagi wala,1
explain complicated terms simple words teaching method,1
nothing much,1
madaling intindihin tinuturo,1
lesson delivered well,1
malinaw mag turo,1
knowledgeable teaching course meeting,1
creativity openness,1
clear teaching,1
explain lesson way students understand easily,1
knowledgeable strict make us want focus course,1
easy communicate every topic discuss well,1
good teaching,1
nice personality strict good professor,1
clearly explained lesson let students difficulty lesson,1
explain everything clearly,1
precise explanation concise information,1
gives need learn,1
teaching method,1
give us second chances,1
clear explanations every time someone asks question,1
lesson delivered well,1
knowledgeable subject teaching easy understand,1
lessons explained general manner,1
knowledgeabke course making topics understandable students,1
sound character creativity,1
magaling mag turo,1
knowledgeable replies immediately inquiries,1
sobrang clear maam mag magturo talaga naiintindihan lessons nya nagbibigay nagpepresent power point mas maintindihan yung lesson,1
communicative students,1
implementations activities directly proportional number lessons,1
magaling mag turo english,1
great teaching,1
always makes class always active fun,1
even tho cant teach exact time sometimes send us video explaining lesson,1
capable enough teach course kindness also makes unique professors,1
instructor kind responds quickly inquiries,1
good aspects,1
handson teacher really learned lot course ease effective teacher improved lot english,1
kind observant,1
really approachable professor,1
hears us problems subject also great providing simple terms us students understand topic subject,1
personal interest students,1
teaches us well subject,1
teaching flexibility one strengths instructor welleducated subject turn complicated lessons basic,1
teaching well always give weekly activities,1
lesson delivered well,1
less stressful good enough easier communicate,1
nice friendly also kind teacher,1
magaling si sir magturo nagbibigay record klase nya kame nakakapag meet meron kaming pagkukuhanan lesson meron syang power point napepresent nag kaklase sya,1
characteristics teaching approach,1
great communicating students good personality,1
explain lesson way students understand easily,1
knowledgeable subject,1
knowledgeable teaching subject,1
knowledge programming broad explain complicated terminologies systems tutorials simple understandable manner,1
logic hard topics easily explained prof,1
dedication teach us always open several questions also always got attention teaching,1
good explaining important thing needed,1
nothing,1
knowledgeable since already mentioned us masters degree lpu,1
knowledgeable course students learned lot course teaching handson,1
knowledgeable course,1
knowledgeable subject,1
stirct maayos mag turo,1
lesson delivered well,1
commitment interactive skills,1
good teacher,1
effective explanation details modules clarifies important details,1
good teaching,1
malinaw sya magsalita naiintindihan naman,1
straight point discussing lesson,1
shows answer problems step step provides videos doesnt understand lesson within synchronous time,1
teaches us well,1
creativity commitment,1
explain lesson way students understand easily always giving us lot videos us understand solve particular problems,1
theres something students understand give us visual video solving problem us follow,1
recorded videos,1
knowledgeable course approachable inside outside class hours makes us understand topic easy learn linear algebra way teaching,1
mabait masipag mag turo,1
dedicated teach us uploads videos every step solve algebra problem,1
approachable everyone especially students questions,1
explain everything clearly,1
way communicating students whenever feels boredom class alwasys makes way us feel bored,1
mathematical logical skills high explain maths easily us able understand well,1
references made instructor made lesson easy interactions students made subject engaging,1
made way us students better understand lesson made effort make video would come back video forgot lesson,1
knowledgeable course easily contacted inquiries even outside class hours,1
precise explanation particular topic order understood students,1
kind observant,1
lesson delivered well,1
easy communicate finds way cant understand lessonshe tackles lessons impressively,1
hears us problems part struggle lesson also great providing simple terms us students understand,1
kind enough teach us time makes effort assure learnings,1
approachable always answers questions subject every time,1
communicative students provides video presentations better understanding,1
pinapaliwanag nya maayos ying lesson nagsesend sya videos lesson mas maintindihan kase nga algebra subject nya marunong po makisama students,1
shes knowledgeable course thats gives lot trivia us,1
shes good comes personal interest student development,1
good teaching,1
approachable friendly,1
interactive skills,1
teaching style,1
makes time students even though weekend,1
considerate approachable friendly,1
hes good communicator understandable teaching subject,1
always make sure time answer queries students makes time,1
commitment,1
knowledgeable course,1
hes approachable,1
good enough,1
experiences,1
considerate,1
friendly,1
empathy comes teaching course,1
hes good teaching also committed,1
personal interest students learning,1
organized kind focused,1
hes nice,1
considerate understanding accessible outside class,1
considerate understanding explains lesson well easy understand also discussion interactive using digital tools,1
personal interest students,1
shes good teacher approachable emphathetic,1
strengths instructor teaching clear loud voice approachable way explaining sociable,1
shes considerate good communicator,1
shes nice considerate students,1
strategy become interesting subject,1
strength teaching mtb,1
teaching arts maam patience teaching us everything good,1
engaging,1
knowledgeable subject activities assessments always inclined content objectives lesson,1
strict professor good one,1
name,1
maam well appreciative,1
communication skills,1
presence session best discuss lesson,1
miss classes,1
maam always prepared lessons teach share knowledge student,1
explains every topic well clear,1
strength instructor teaching course fairness showed us hands comes checking attendance time class funny sometimes versatile using technology first used using days passed teaching us well great explanation super great even strict,1
good delivering knowledge information,1
knowledge subject,1
prof warm professor feel mother teacher time time also teach lesson also life lessons,1
always ready prepared class,1
professor good teaching lessons asked questions students give activities,1
teacher consistent scheduled date online classes always encourages recitation among students,1
knowledge field,1
never absent class always time always give best us understand ever lesson,1
personal interest students,1
talent,1
honest confident considerate detailoriented,1
shes best teach subject,1
shes knowledgeable course,1
teaching course always look personal interest student development knowledgeable enough teaching course,1
shes really nice considerate students,1
voice help student feel sleepy,1
shea good instructor approachable also emphathetic,1
considerate understanding explains lesson well easy understand also discussion interactive using digital tools,1
approachable empathetic kind considerate students,1
objectives outcomes,1
way approach students calmly pressuring whenever ask questions,1
approachable motivator friendly,1
strategy energize subject,1
delivered well topic show empathy students,1
strength instructor made class lively well pressure everything,1
professor understanding considerate effective,1
giving activities,1
considerate teacher easy communicate,1
approachable light stressful engage,1
strengths instructor teaching clear loud voice approachable way explaining sociable,1
teaching style,1
strategy one strenght knows handle,1
developed good relationship students shes good nice teacher approachable,1
effective teaching strategy,1
creative teaching course shes fair,1
shes really good teaching,1
mastered course really great teaching considerate professor,1
approachable friendly optimistic persuasive thoughtful,1
personal interest students,1
showing ppt,1
accessible outside class,1
approachable engaging,1
understandable approachable,1
personal interest students,1
considerate understanding explains lesson well easy understand also discussion interactive,1
shes nice teaches wellmannered way shes approachable,1
teacher indeed effective teacher strength teaching style,1
mastered course,1
approachable friendly,1
shes one best professor semester say helped lot math skills,1
empathy teaching course,1
shes knowledgeable give lots information,1
personal interest students,1
instructor knowledgeable enough course,1
knows shes shes actually good job,1
strict good teacher,1
experiences,1
recitation,1
great teaching class felt pressure,1
knowledgeable course,1
knowledgeable lesson,1
maam personal interest student development shes responsible,1
personal interest students development,1
teaching style,1
focused observant fair,1
shes nice instructor despite age teaches us well,1
shes nice trying best even though doesnt mastery modality,1
empathy teaching always look personal interest students order learn,1
knows teach,1
maybe ability connect topic personal experiences also excellent communicating terms available time answering activities exams,1
professional noble like mother us really showcase teacher must teaching understanding self society subject always check us great suffering something deeply cares us feel also discussed lessons clearly,1
professor considerate enough make us retake exams quizzes missed valid reason thank,1
knowledge particular course,1
students listening know knowledge,1
relatable,1
showing kindness fairness adaptability long patience students,1
pagiging maintidihan student,1
good teaching since also relates topic real life situation,1
kind good communicator,1
excellent teacher diligent worker activities also enjoyable participate quizzes enjoyable complete also thinks make shes easier students,1
magaling magturo nakikinigmay consideration students,1
knowledgeable course,1
prof way teaching really amazing elaborate topic great comprehensive,1
great sharing life experiences topic,1
also shares experience students understand quickly topic,1
discipline kind considerate,1
instructor knowledgeable,1
instructor used videos related discussion,1
good handling mood class also mood students,1
prof uses different examples situations discussion relatable us thats easily absorb lessons,1
concerned us especially working students,1
dynamic enthusiasm,1
shes always concerned student schedule quizzes examinations,1
topics discussed understandably,1
good teaching friendly also knowledgeable course,1
explains well,1
great connection students asks opinion sometimes share thoughts stories related lesson,1
knowledgeable course,1
explain detailed manner,1
teaches us lessons allotted time,1
strength teacher always happy classes others say learn better happy according experienced course next lessons us students learn course contribute academic personal growth,1
good teaching lesson since shes relating discussion real life scenarios,1
showing kindness fairness,1
prof teaches us well also makes class participative light,1
students listening wants know knowledge,1
approachable,1
good attitude,1
calmly kindly funny teaching,1
great explanation,1
connection exchanges thoughts class hours,1
knowledge particular course,1
instructor knowledgeable efficient,1
knowlegable course,1
pagiging maintidihan student,1
knowlegdeable course,1
teaches cool fun way,1
dynamic enthusiasm,1
instructor used videos teaching strategy,1
good teaching kind,1
approachable kind,1
approachable,1
forte shares experience specific topic,1
time management,1
professor kind considerate attitude towards us students,1
uses different video presentations,1
teach us dance thats,1
like prof understanding,1
professor kind easy give activities,1
exactly know shes teaching,1
explains well,1
great teacher interesting noble always make sure suffer stress pressure subject go hard us always let us speak managed put interesting jokes sometimes tells stories regarding topic make us stay focused connected discussion,1
nagkwekwento personal life related lesson,1
really know says favorite characteristic maam annie care students always motivate us become confident things going giving us tips become good student,1
great explanation take time students ask questions always make sure students understand lessons,1
instructor used recordings topic give chances working students access pursue missed classes,1
sakin yung pagiging maintidihin styudante lalo ngayong online class,1
knowledgeable course,1
instructor knowledgeable make course subject interesting much possible,1
great teacher,1
knowledgeable subject knowledge allows exemplify reallife accounting problems us also used different accounting questions quiz giving us idea alternative strategies answer questions lesson plans engage students help us achieve good grades asking questions encouraging us answer us answered incorrectly explains went wrong get correct process answer also often reminded us punctual know priorities,1
ensures understand lessons,1
knows teaching students ask know answer,1
effective creative instructor,1
kind considerate,1
knowledgeable course open ideas suggestions,1
approachable,1
instructor gives activities push us best handle pressure well helpful,1
command subject matter,1
time gave us teach major accounting class,1
prof deb knows teaching knows well point head hurts esp attend classes study alone,1
prof understanding good handling behavior,1
uses different platforms engage students participate,1
teach clearly,1
excellent professor knows every detailed part lesson,1
showing kindness fairness adaptable long patience,1
omg prof genius,1
course hard instructor made effort put stepbystep solution every problem,1
shes kind us telling us subject hard tell elaborate understand clearly,1
materials given detailed somehow easy understand,1
magaling po magturo communication,1
professional noble teach heart make sure everyone understanding discussion point wherein asked us questions always managed answer interesting teacher also teaching us plainly like somehow include funny situations inspires us continue pursuing dreams,1
teaching skills,1
students listening wants know knowledge,1
dedicated teacher teaches lesson one,1
teaching positive vibes,1
knows shes teaching gives lot information towards topic discuss,1
knew everything inlined subject thats makes motivated analyzing understanding lessons although subject really difficult understand also makes discussion easier lighter us easily understand lesson,1
knowledge particular course,1
instructor knowledgeable course,1
really great explaining topic attractive knowledgeable powerpoint always time shes great prof,1
students listening wants know knowledge,1
knew well subject addition always prepared attending class presentation,1
good teaching course,1
good teacher,1
presents entire course concept,1
knowledge particular course,1
made lessons easier us understand allowed us know classmates giving us different group activities,1
instructor organized lesson activities also informs us ahead activities gives us enough time activities,1
magaling po magturo napakacreative presentation,1
prepared organized,1
sakin yung pagiging maintidihin student,1
knowledgeable,1
detailed explain well synchronous class ms also approachable considerate professor,1
profs strength elaborate topic well order students understand,1
interest development skills related lesson taught linking todays issues problems lessons taught understand better effective communication skills telling us needs donecriteria encourage us improve work,1
professor one nice professor ccc ask questions even email responded quickly long shes available thank,1
effort make visuals lessons knowledgeable,1
shes approachable good teaching subject,1
instructor give example topic give us idea learnings topic,1
shes one best professor sem presentations much appreciated,1
professional noble explained lessons well somehow always give examples related topic made us imagine understand lesson better also fact organized point already modules still managed create beautiful presentations make interesting us learn,1
kind understandable professor,1
good explaining,1
teacher course contributes intellectual personal development pupils wellversed always prepared synchronous classes,1
tells us first something didnt understand,1
knows every single sides lessons subject,1
creative effective,1
knowledge topics subjects,1
strong communicators kindness fairness persistence,1
explained well,1
great explanation,1
provides interactive activities help students get know one another punctual considerate,1
teaches every angle lesson,1
voice knowledge subject communication skills teaching strategies pleasant behaviour teaching consideration setting deadline,1
knowledgeable,1
adorable teacher like way taught us cute,1
expertise field,1
clear po magturo mahirap intindihin,1
always prepared ready class,1
wide knowledge course connection students,1
usual prof pat considerate kind professor never gives us pressure always learn always lesson really new knowledge new information thank maam,1
able make atmosphere lively encourages us actively participate class express opinions effective way provides timely examples technical writing document,1
strength gives example lessons us able understand implying,1
makes learning fun always gives heads classsession catches accordingly missed lessons gives lot examples professor every student could ask,1
professor good teaching subject nice friendly teaching asked ideas students,1
explains every topic well,1
