sentence,label
clarity providing instructions time online session,0
maam sometimes cant make class left lot activities find difficult cope hope please lessen activity slow learner,0
instructor provide comprehensive reading materials instruction activity must teach synchronous class,0
give enough time instructions us students since gives lot activities time kinda lost times shocked activities without informing us,0
time discuss lesson,0
make sure give appropriate understandable instructions every activity quiz exam provided,0
please decrease number activities,0
approach,0
advise prof judge students quickly telling us common sense well compare us previous students online class face face hard us adjust first place hard message seen messages,0
time us teach lesson video requested maam fulfilled good maam compare us previous students explain topic po personal confidential,0
must consistent meeting student synchronously give clear instructions,0
personal opinions must organized everything especially activities must measure amount activities uploaded lms must provide activities lessons giving activities comply without discussing lessons must plan required lessons conduct consultation see us online often possible must avoid seeing us exam far approaching mean must meet us online often possible meet us day exam schedule,0
maybe timesince always conflict time,0
dont think teacher needs improvement give bet understand lesson,1
base skills learning think enough learn students effectively,1
needs start consistent synchronous classes subject,0
nothing improve best teach us,1
nothing really knowledgeable teacher taught students even ill made sure compensate missed lessons classes,1
almost perfect focus time,1
time subject sometimes sir busy cant able make class,0
accessable time schedule students concerns,0
prof could improve exchange communication students like recitations make us engage lesson,0
theres need improvement easily understand lesson way teaches,1
thing needed improved time handled still understand since professors busy schedules,0
develop studentcentered approach,0
please focus one class time,0
create interactive activities class hours,0
dont think teacher needs improvement give bet understand lesson,1
think nothing,1
must follow schedule time asynchronous,0
needs consistent meeting students needs like synchronous classes,0
give activities scheduled time classes instead giving day give ample time finish task classes attend,0
needs time catching online class,0
meet us onile often possible,0
discussing lessons,0
clearer explanations easier understand modules,0
need strategic well comes instructions explanations,1
setting examples,0
job well done hes role model,1
final mechanics project hard specially us non artistic students given short span time since also lot activities considerate stuffs control,0
give examination accordance taught even situational examination long taught applicable,0
dont think teacher needs improvement give bet understand lesson,1
think nothing,1
provide appropriate feedback constructive criticism,0
particularly difficult mythology lessons clarity gradual explanation essential,0
considerate student concern especially valid,0
hope explain lessons future,0
time online session,0
provide concrete explanation materials students struggle understand,0
dont thoughts mind needed improve understand cant attend synchronous class hence pregnant needs rest prevent stress,1
due professors health issue able meet online class understand since matter health suggest update students class none,0
shes really good make time since shes pregnantthat shes conflict time,1
dont think teacher needs improvement give bet understand lesson,1
must consistency synchronous classes,0
honest see maam twice class time im sure maam need time online class,0
quality time meet us discuss lesson,0
find hard communicate outside class hours,0
professor might well improve consideration gives students able take quizzes since give limited time answer also hope easy contact since sometimes theres inquiries answered,0
dont think teacher needs improvement give bet understand lesson,1
create interactive activities online session,0
think nothing,1
must freely reachable particularly students questions,0
think nothing,1
everything great,1
none really enjoy classes,1
dont think teacher needs improvement give bet understand lesson,1
create interactive activities online session,0
maybe loudness voice,0
think needs become understanding considerate person,0
nothing improve,1
areas sir needs improvement,1
prof skilled enthusiastic comes teaching yet would grateful consider including tasks progressresults lms eguro thank much,1
encourage cooperative learning,0
think nothing improve great instructor,1
improves self take problems stress peaceful mind become healthy,0
im contented capabilities teacher think theres nothing suggest improve,1
meeting us,0
think theres areas sir needs improvement,0
didnt synchronous classes,0
give idea lesson study,0
nothing improve,1
think mas improvement tools gagamitin yun po kasi problem time think,0
teaching time,0
time teach,0
every time offer suggestion prepared listen us,0
improves avery time meet us new strategy us understand lesson,0
im contented capabilities teacher think theres nothing suggest improve,1
didnt much time meet others replacing former teacher,0
well get see,1
think areas sir needs improvement,0
teaching course lot times,0
cant seem think sir professional comes teaching concretes teachings minds students gives students enough time accomplish tasks,1
giving update student needs,0
give response students,0
teach often,0
encourage cooperative learning,0
areas sir needs improvement,1
nothing improve,1
dont think anything improve teaching good,1
nothing improve also good instructor,1
im contented capabilities teacher think theres nothing suggest improve,1
time answer activities short,0
encourage cooperative learning,0
students learn understand lesson,0
think theres areas sir needs improvement,0
please watch mouth sometimes one classmate get offended hes joking,0
wala naman lang nagkakaroon klase kasi emergency problema namn wala akong e recommend improvement gawin,1
interaction,0
give time comes activity,0
skilled prof comes teaching however would greatly appreciate considering settled synchronous time schedule hand sirs classes incredibly relaxing enjoyable attend,1
improves accent,0
areas sir needs improvement,1
nothing improve best better times,1
nothing improve,1
nothing improve,1
inconsiderate mataas tingin,0
im hard time communicating students make hard groupworks maam always gives group related activity,0
think theres areas maam needs improvement,1
cant seem think maam skilled professor friendly positive always gives students enough time accomplish tasks,1
encourage cooperative learning,0
dont shout teaching,0
give ideas lesson,0
get meet,0
areas maam needs improvement,1
think advice knows interact yung makibagay,0
nothing improved great instructor,1
think theres need improvement,1
improvement way teach excellent teacher,1
needs improvement things handled,0
im contented capabilities teacher think theres nothing suggest improve,1
teach necessary information easily understand topic module,0
create welcoming environment,0
online meetings,0
needs improve time teaching students order students learn within course,0
didnt meet much class hard,0
give time discuss whats inside module,0
easy understand,1
think theres areas sir needs improvement,1
time meeting us,0
rarely teaching us,0
nothing sir provide materials subject also study subject,1
teach every students want learn,0
time teach,0
suggest even though lesson understandable hope still online classes clarify something find hard understand,0
must teach often barely online class,0
maybe area want instructor improve subject teaching,0
communicative students,0
areas sir needs improvement,1
time teaching meetings class,0
needs teach course well rarely class,0
sir wellversed subject would greatly appreciate inform students regarding status synchronous classlesson hand sirs classes comfortable atmosphere enjoyable attend,0
nothing need improvement,1
students learn understand lesson,0
dont understand shes saying shell explain,0
ww get meet virtually,0
areas maam needs improvement,1
im contented capabilities teacher think theres nothing suggest improve,0
instructor assemble formative assessment whole class asking learned really understand lessons discussed,0
none maam highly skilled professor unique manner teaching straightforward professional,1
everything well theres possibilities instructor deliver lessons,1
dont think anything improve teaches well,1
think areas maam needs improvement,1
instructor improves also teaching teach us properly confidently,0
think wala namn kasi okay si maam pagtuturo nya,1
long patient,0
think need ideas lesson,0
encourage cooperative learning,0
hard get around time answer activities part time job,0
think lacks bit patience,0
nothing improve perfect,1
need improve hes already gave us experience good quality education among profs hes favorite wants students analyze lessons really effective us,1
improvements lesson discussion believe kind concern helpfulness,0
areas improvement instructor connection students discussion long online class,0
hmmmm maybe energetic discussing voice calm point like encouraging us sleep rest good thank,0
comments good kudos maam appreciate hardwork efforts,1
additional assessments students test knowledge,0
willing hear suggestions ideas,1
techy savvy,0
cant seem think wonderful teacher considerate students communicates studentseach representative humble manner,1
think areas maam needs improvement,1
theres nothing improve communication outside class,1
areas maam needs improvement,1
encourage cooperative learning,0
dont think anything improve teaching good,1
interaction,0
think okay kind personal learnings better kind learning,1
think improvement give idea topic,0
give examples us understand,0
encourage cooperative learning,0
areas need improvement instructor time teaching sometimes time enough meetings,0
rarely class,0
im contented capabilities teacher think theres nothing suggest improve,1
improvement think need learn subject,0
create welcoming environment encourage cooperative learning,0
think yung ipaliwanag husto yung nga estudyante kasing mahina di agad nakakakuha tinuturo improvement pagpapaliwanag,0
please teach slowly fast teaching sometimes dont understand discussion rarely teaching us,0
hopefully submit activity 12 midnight whereas gives activity 8 pm least tomorrow deadline,0
improves giving us instructions like learning materials,1
hes really good teaching,1
deadlines activites,0
areas sir needs improvement,1
needs improve teaching progress especially students fast learner instructor needs improve way teach,0
needs improve teaching order us students learn,0
suggest maybe handle time well schedule follow wish online classes according schedule,0
online meetings students instructors,0
hard keep class sir expects us already know get around course sometimes lack instructions,0
sir highly skilled regards major subject wed appreciate could tackle lessons organized clearly students clarity subject personally speaking slow learners like cant seem follow hand work hard give best follow study subject achieve main goal future thankyou much,1
think theres areas sir needs improvement,1
encourage cooperative learning,0
nothing improve teach us way understand,1
nothing improve,1
im contented capabilities teacher think theres nothing suggest improve,1
cant seem think prof considerate polite regularly provides synchronous classes always strives help students understand subject responds students messages even consultation schedule,1
students learn understand lesson,0
think improvement maam good teaching knows students catch easily,1
encourage cooperative learning,0
areas maam needs improvement,1
internet connection,0
hard catch finishing works fast beacause lack time maam compensates sending videos class,0
improvements way showing self thougths,0
think theres areas maam needs improvement,1
nothing maam teaches lessons well,1
problems gadgets internet,0
give us time answer activities,0
didnt see improvement,1
theres nothing improve suitable course,1
hope gives us long time every exam computation cant rushed might make mistakes hope adds little time every time exam subject,0
always ask student understand lesson give chance understand able answer activities regarding lesson,0
instructor possessed qualities effective teacher teaching course therefore conclude areas needed improvement,1
update students change schedule,0
use technology,0
guess help us prepared let exams,0
update synchronous class,0
dont enough time meet class,0
update studentsclass change time sometimes students already ready late announcement change schedule,0
parang wala naman po,1
use technology,0
couldnt think,1
instructor possessed qualities worth emulating especially ways teaching course therefore believe areas needed improvement,1
midterm final semester often see dont busy hope next semester able lot meetings online classes knowledgeable professor still lot share teach,0
inform students beforehand attend class also recheck answer key quizzes assessments avoid problems students score,0
sana po madgadagan numbers meeting,0
times attending class dont know reason,0
give heads class none least provide way communication email messenger sms,0
time management always meet student,0
sana po magsabi makakapag klase kasi sayang po yung oras paghihintay imbis nalalagyan po ibang schedule oras yon naiintindihan naman po internet connection problems nung unang palang po late magbigay class link tapos bigla po siyang nawawala sayang po oras prelims lang nakapagturo sana advance po yung link kasi maiintindihan naman po internet connection,0
time management preparednessreadiness communication skills,0
internet connection po sir hope better next sem,0
lot shortcomings class,0
nothing great teacher,1
know strict reason time strict deadline activities time allotted quizzesassessments pressures us somehow affects performance hope future give us time comply requirements also enough time answer exam,0
comment keep smiling sir,1
nothing improve,1
nothing improve teaching skills well think still improve professionalism transparency,1
exposure literature po sana,0
im really nervous time scared professor point feel pressure youre really great professor sir sometimes intimidates us,0
bit strict,0
need improvement sir kris already great professor,1
pronunciations times professor talks fast didnt understand talking,0
lets us enjoy pressured subject hence could still improve teaching strategy expressing communicates students,1
dont see anything improvement since sincerely like teach,1
dont see areas improve whole teacher,1
dont think improvements sir please continue good traits teacher,1
think consistency giving positive reinforcement acknowledgement,0
cant say word improvement really find great professor,1
nothing improve,1
wala naman po,1
nothing always time days scheduled class section,1
instructor needs encourage students participate class,0
improvement understand situation every student,1
vision see whats happening around class learning make adjustments grow,1
communication skills,0
good instructor,1
encourage cooperative learning,0
probably none since already great professor anyway,1
additional time limit consideration comes quizzes,0
lessen projects,0
good instructor,1
create welcoming environment allow students give feedback directly class,0
try time making fun along discussion ease boredom burden,0
teaching methods,0
probably none since already great professor anyway,1
good explaining lessons,1
clearer visualizations presentations,0
give application activity,0
need improve,1
theres need improve strategic instructor,1
good instructor,1
maybe explain topic make slower discussing specific lesson,0
open student suggestions,0
focusing teaching teaching well thats students understanding clearly,0
improve performance,0
teach step step students catch,0
create welcoming environment,0
probably none since already great professor anyway,1
clearer discussion,0
activities,0
applying executing specific lesson additional exercises throuhout period time scheduled assessment understanding,0
good instructor,1
reading whole content module,0
create welcoming environment,0
additional considerations time limit quizzes,0
discussion approach,0
probably none since already great professor anyway,1
lessen projects,0
none im satisfied teach us,1
good instructor,1
much slower teaching,0
encourage cooperative learning,0
take sometime fun along discussion ease boredom,0
detailoriented,0
probably none since already great professor anyway,1
good instructor,1
encourage cooperative learning,0
probably none since already great professor anyway,1
specific schedule time,0
attend scheduled class hour,0
availability discussion lessons,0
nakakalimutan nya pong magbigay quizzes samen hahhaha understand naman po hes busy person,0
good instructor,1
availability learning lessons,0
attitude towards students,0
educators ask feedback students,0
present better content,0
giving considerations,0
attend scheduled classes,0
probably none since already great professor anyway,1
examples understand lesson much better,0
explain everything examples order students understand topic discussed activities students apply learnings,0
clear precise discussion,0
create welcoming environment,0
instructor give examples us student clearly understand topic,0
probably none since already great professor anyway,1
encourage us summarize information note take explain things well encourage us achieve excellent results,0
none satisfied way teach,1
maybe explain topic make slower discussing specific lesson,0
teaching technique makes students understand,0
teach step step lessons students catch,0
record lesson absent attended class,0
consideration approach,0
applying execution particular lessons understanding,0
good instructor,1
activities quizzes many know activities could improve length time given short,0
instrument used measure students knowledge lesson impractical quizzes test learners memorization rather understanding life rizal,0
teacher,0
considerate dont give many hard quizzes activities examination dont give long questions examination time enough reflects also teacher,0
instructor change teaching styles comes giving us assessment,0
teaching style,0
babaan standard binibigay activity,0
lower standard bit,0
dont high expectations every students kind aspiring teacher thank god bless,1
instructor loosen bit giving standards shool works,0
needs consult us studies okay,0
attend class class hours kind taughtful thank god bless us always,0
none shes good everything,1
time management attend class scheduled meet although understand really busy,0
instructor make effort meeting students instead using google drive link good however students nasasanay method,0
delivery teaching teaching method,0
teaching style,0
sending videos clips enough realtime interaction students teachers,0
explaining,0
kind always considerate accept students well thank god bless,0
didnt excellent job sparking interest course also unable explain things clear organized way always absent class,0
active always aim provide knowledge information attend classes often,0
conduct classes since course quiet hard needs lots explanations,0
teaching,0
needs approachable considerate inconsistent didnt even meettaught us anything midterms finals yet exams take subject,0
time management concern students,0
ff reasons needs improvement 1 didnt attend class right schedule 2 2 3 weeks christmas break last week class didnt attend class gave one power point presentations finals 3 one discussions identified number zero positive side number line confused know zero neutral number ask insisted zero positive side searched google make sure realized really wrong concerned students receive kind false information 4 wish give considerations students 5 one time ask didnt follow class schedule told us part time jobs schools reason always adjusted time reason suggests needs make room also adjustments 6 weve waited almost one month midterm exam always initiate chat hope take initiative sometimes exam 7 hope responsible professor students always waiting classes announcements,0
needs improve student communication,0
sorry say ineffective instructor lacks punctuality doesnt communicate us students know reasons least tell us hard say hope improves responsible teacher,0
accessible outside class hours give application activity,0
approachable especially students asking questions regards lesson,0
ngunit nagiging kampantr alam studyante ilang topics naman ipaliliwanag mas malawak topicslessons,0
delivery teaching way fast followed students late absent classes,0
dont high expectations accept students answers,0
none needed loosen bit needed maintain teaching styles,1
low temper,0
theres nothing change style pretty good enough students learn lesson,1
instructor truly good best thing maintain teaching style,1
always teach,0
improvements taught us well,1
lang po ipagpatuloy dahik napakagaling pong guro,1
first needs attend class every synchronous class last time met since last synchronous class prelim second needs teach us concepts presented geometry important us math major third needs communicate announcement inform online class wanted fourth examination students never expected lastly teaching unmotivated tired teaching,0
attending class exchange ideas delivery teaching,0
pong masipag pagtuturo po nagtuturo samin min,0
use different style teaching make students motivated learn,0
always attend meeting reply students concerns also kind advice us thank god bless,0
instructor go comfort zones serious sometimes students cant focus subject matter atmosphere,0
instructor minimize introduction everytime begins discuss lesson,0
provide examples varying difficulty students practice overall easily understandable modules,0
explain lesson,0
improvement explain topic lesson wanted discuss,0
teaching teachers ponrtential flexible classroom,0
teaching style,0
use time class talks line subject matter many time wasted talk rather teaching lesson,0
pong mas palawakain pageexplain kasi po kukulangan examples,0
focus topic discussing less talk discuss,0
gentleness students,0
class interactive sense students filled fear come class also considerate students specially working students hurt feelings others never,0
dont strict teaching always show support advice needed,0
humiliate students stating opinion respect one another,0
must balance time well teaching time spent recitation limited number people ocassionally ending unfinished lesson,0
improvement great mind also professional comes us students wanted teach please lessen strict attitude thank god bless us always god good time,1
sometimes dont expect high students,0
appreciate respond student,0
wag po sanang laging galit sumasagot yung students lalong natatakot sumagot gawa po mali sagot sermon agad nasasabihan use brain,0
instructor develop short tempered students,0
pong magaan studyante takot nangungunang pakiramdam pagdating klase nakakatulong studyante nagiging komportable nakakapagisip maayos,0
needs meet students time,0
discuss topic knowledgeably attend class inform class,0
always attentive students also teacher,0
attending class class hours,0
maybe use different teaching method seldomly attend classes,0
always present synchronous classes students learn courses also need motivation teaching subject sometimes active answering inquiries students,0
instructor seldomly attend class lacks competence properly guide students reporting gives unclear instructions activities quizzes exams provide ineffective assessment ironic subject assesment learning isnt first time teaching section performed exactly like past subject,0
keep touch sometimes hes good,1
attending class conducting teaching relying reportings students,0
hmm elaborate topic better understanding,0
instructor meet students every meeting instructor depend content students group reporting,0
pong masipag pagtuturo,0
instructor avoid absent class,0
make sure time check students since course handling refreshment course educ students,0
voice sometimes cant hear,0
think theres improvement needed professor help always support students learning,1
doesnt meet us weekly gave acceptable reasons,0
mabilis po ung pagtuturo,0
instructor known excellent profession sometimes became challenge come ocassionally meeting us class yet focus class began,1
think instructor make different activities students make class enjoyable,0
voice sometimes cant hear,0
dont suggest satisfied way teaching,1
theres nothing improve professor best help support students learning,1
given course doesnt meet us every week maybe 3 4 meetings whole semester,0
focused instructor since fs needs guidance instructor ensure preservice teachers well guided since already deployed cooperating school mirror ccc institution,0
time teaching po sir sguro,0
effective instructorprofessor,1
need atleast pay attention whole class,0
teach sometimes yet,0
problem instructor problem need f2f classes,1
teaching online,0
schedule class sometimes synchronous class week discussions lesson late giving output needed accomplish understand perhaps problems thats give time,0
think needs improve schedule online class,0
time sir needs active oc thats thing needs improvements also update frequently,0
doesnt teach scheduled,0
nothing hope virtual meeting,0
synchronous classes,0
hope always attend class time given atleast fully understand lessons upload giving exams,0
situation online class needs least meeting like self learning subject,0
cant think,1
1 lang synchronous class 2 mas maraming activities pagtuturo,0
long easily understand theres nothing improve,1
areas prof opinions didnt click already forgot opinions think something around lines accepting gay marriage wrong everything alright,0
good teaching,1
area needed improve industrious teaching lessons,0
commit personal professional development,0
needs responsible instructor teach us weekly honestly quite knowledge subject,0
sipag pagtuturo responsible instructor mas okay mahirapan students dami pinapagawa nang natutunan hayahay natututunan,0
siguro yung pagmeet siguro kasi madalas siyang wala subject understanding self selfstudy nalang kasi lang naman nakakakilala rin nang pagtuturo kasi nalang maintindihan yung ganitong topic etc,0
conduct synchronous class fine even though understand cause know problem,0
teach well understand already lesson,1
nothing improve mas magkaroon mas maraming virtual meeting,1
give attention student feel class,0
provide asynchronous classes maam good teacher,1
none subject believe sufficient,1
time students,0
improvement hope always attend gmeets us fully understand lessons,0
sipag discuss lessons magturo every week,0
good teaching,1
needs teach students weekly students cultivated enough subject,0
cant think,1
naman wala alam anong aksiyon nang pagtuturo estudyante mauunawaan,1
nothing think maam full strength,1
1 konti lang synchronous class 2 siyang nakakaintimidate,0
teach well us easily understand lessons,1
none maam perfectly fine,1
commit personal professional development,0
conduct online meeting us understand lesson easily,0
area needs give improvement allocating sufficient teaching time students weekly noticed finals came longer taught,0
think one aspect improved teach,0
problem instructor problem need f2f classes,0
improvement students quickly understand lesson,0
think needs teach us sometimes often assigns classmates reportteach lesson,0
long easily understand theres nothing improve,1
think add engaging activities class discussion,0
please let us know assessments score thank,0
schedule,0
theres thing improve great,1
classroom management didnt attend class time end class early hours,0
nothing improve ability adapt situation faster,1
lang po puro basa module gives us another approach comes discussing,0
accurate clean explanations topics,0
improvement good teaching,1
area needed improve way taught students often noticed seemed reading lesson maybe needed come strategy could bring teaching life provide entertainment students,0
good teaching,1
long easily understand theres nothing improve,1
commit personal professional development,0
hope takes break giving much work students considerate experiencing different kind environment causes delay submissions taking quizzes,0
try explain course lesson summary short read explain whole,0
well kind logic way,0
needs improve interacting student,0
always wearing scary expression,0
always speak english,0
way teaching gives examples understand easily,0
read modules,0
problem instructor problem need f2f classes,1
must teach student slowly,0
lack explanation,0
1 ganun engaged students klase,0
needs improve way discussing topic time noticed reading reading power point presentation,0
lang basta basahin lecture mas bigyan sana nang mas malawak pagdiscuss modules lang nakadepende,0
subject often reads contents presentation making small comments voice also bit soft unenthusiastic makes lessons bit boring listen,0
area needed improve way taught students often noticed seemed reading lesson maybe needed come strategy could bring teaching life provide entertainment students,0
long easily understand theres nothing improve,1
binabasa lang yung anu yung tinuturo since nstp pe yung subjects naman need deeper meanings said topics sana po simpleng scenarios examples mas maipaliwanag yung lessons,0
think needs improve interacting student synchronous class,0
try explain course lesson summary reading explain whole,0
commit personal professional development,0
voice must louder clear,0
hope consider taking break giving much activities quiz loads students also ha life outside college way teaching also include engaging students,0
dont constantly put serious expression,0
tagalog words synchronous class sometimes speaks english,0
nothing maam good instructor,1
sometimes need summarize information discuss,0
way teaching amazing cause understand easily two subjects easy teach gave best understand students,1
problem instructor problem need f2f classes,1
lack explanation,0
slow teaching,0
problem prof often reads contents powerpoint presentation add almost unenthusiastic nature voice lessons come bit boring activities gives aid,0
needs improve way discussing topic time noticed reading reading power point presentation,0
improvement good teaching,1
siguro ron pageelaborate dinidiscuss kasi basa lang lessons modules nakapresent,0
lang po puro basa module gives us another approach comes discussing,0
problem instructor problem need f2f classes,1
nothing improve siguro lang kay sir sana siyang tumigil pagtuturo,1
improvement instructor teach easy understand,0
dont negative things say prof,1
sometimes audio choppy understandable,1
speak fast sometimes cant follow lesson,0
nothing improve,1
good teaching,1
think ways help student understand teaching,0
none good teaching experience,1
quality camera,0
maintain way teaches,1
model taught experience remember sitting class differentiated instruction,0
approach,0
improvement know teach clear,0
siguro yung pagkabilis magsalita mas magandang mabagal malinaw maunawaan estudyante,0
need improve attention student class,0
long easily understand teaches nothing improve,1
next time make sure pdf file flow chart access materials information understandable,0
sometimes doesnt teach probably also busy part office registrar,0
needs teach students weekly students proficient enough subject,0
1 bawasan yung nakakaintimidate aura kasi nakakapanghina loob makipagparticipate,0
virtual interactions students kasi po lang mameet,0
sipag discuss lesson,0
long easily understand theres nothing improve,0
improvement teaching good,1
hope attends class every time undersfand lessons furthermore,0
tingin wala kasi sobrang satisfied strategies makakapagturo nang maayos,1
good teaching,1
hope discussed topic last time cause kind hard,0
try give student attention feel part class,0
commit personal professional development,0
nothing maam full strength,1
area needs give improvement diligent teaching students noticed finals came didnt teach anymore,0
gives best give lesson students teach well understand easily,1
provide synchronous classes,0
problem instructor problem need f2f classes,1
none far shes good instructor,1
behalf classmates easier lessons explained giving activities hardly understanding,0
sana mag turo sya di yt pinapaunta hirap po kasing mag self study talaga,0
must teach clearly lesson,0
improvement way teach clear,0
lack discussion student interaction,0
teaching bridging student subject since students cant cope,0
hope someday kindly explain lesson clearly,0
ive bad experiences prof sets schedules times schedule class every monday 530 830 pm oftentimes forgets class schedule set times attend classes around 20 time spent stories tells us experiences remaining time reserved lab work code rarely shows us coding gave us youtube channel another professor school honest didnt learn much despite module helpful hope gets replaced better teacher happens wish best luck also teach,0
1 properly discuss lessons students difficulty understanding given modules 2 nakakalito magbigay verbal instructions 3 mataas magbigay expectations students,0
teaching method first teaching us basics programming feel like self study provide yt link us watch understand lesson truly helpful wish show teach us write program dont want search codes google anymore,0
encourage sir diligence synchronous time,0
needs improve attending synchronous class time sometimes hes hard reach asking lesson lastly needs improve way teaches,0
active students,0
sir teach use different element code teach code,0
thing want comment needs always time least notify students class,0
1 magturo 2 approach learner educator student someone asking po tawanan parang mapapahiya students 3 responsible pong teacher umayon ibang turo need strategy since instructor po 4 masipag po 5 give us another term po mean share screen po program po nakikita dinidiscuss 6 magturo po muna bigyan activity,0
needs teach properly said topic time set meeting almost teach student find ways learn topic also needs responsible instructor someone meeting asking questions need answer properly laugh,0
needs elaborate lessons,0
good teaching,1
area needs give learning improvement interact students everyone learns immediately assigned tasks professor learn encourage student matter happens adequate teaching strategy extend well students learn teaches specifically programming,0
make good explanation student ask questions answer dont laugh asking give us clear procedures giving us task activities still thank sir,0
always relying youtube videos instead teaching us like angry whenever ask questions,0
vomment,1
hope consider explain lessom clearly point fully understand lessons present class also top priority teaching since tne course hard self taught,0
think lot like doesnt teach much subject doesnt explain well,0
could understand saying teaching learn teaches subject nakaasa youtube,0
approachable,0
commit personal professional development,0
wala naman po masama sasabihin nagbibigay examples program selfstudy modular type studying naman estudyante pare parehas accuracy pag intindi lalo module type compare estudyanteng mas nagegets yung topic itinuturo talaga know nasa estudyante yan matuto since masyadong knowledgable programming still studying programming ability nanonood nalang dun channel maam regz nakaupload youtube atleast po matutunan paunti unti,0
need give attention whole class try explain course lesson also dont make self study hard rely,0
magturo parati mas lalong maunawaan estudyante yung subject nakaassigned yung puro asa lecture tao,0
problem instructor problem need f2f classes,0
try always attend lesson schedule dont make us activity didnt discuss yet,0
maybe none cause teach students cant understand well gave link see video self study,1
sana po wag pinaka module po kmi ideretso like mag gawa po sya sariling examples di po kasi nkakakasabay,0
provide atleast blackboard solving examples easily understand teaching also hope understand every student alternative gadgets wifi connections sometimes poor causes student delay meet activities hoping considers students also life outside college life,0
good teaching,1
must use white board explain subject clearly,0
make explanation clearly,0
clear explanations lessons,0
need detailed explanation,0
sadly boring attend class even try best understand lesson hard clear understand feel like reading entire module perform examples,0
materials used teaching lessons,0
area needs give improvement needs provide additional learning tools like whiteboard marker,0
maam use literal white board explained well hassle teaching ok,0
technology,0
provide learning materials like white board marker,0
way teaching use pen ms world solve given solution,0
hope shes well hopefully shell use whiteboard,0
expect much student subject teaching learn teach fast student keep learn lesson,0
problem instructor problem need f2f classes,0
need straight point discuss,0
couple problems prof lectures firstly presents lecture writing word document module rather using whiteboard math secondly way teaching serious almost robotic tried follow concepts end get bored lectures third assumes already know discussed entirely true suggest teach whiteboard marker whiteboard explain concept properly shame hampered pandemics limited resources seems knowledgeable topic,0
think needs improve explaining lessons often explains lesson quickly cant keep topic,0
improvement know proper teaching online class,0
satisfied,1
improving way explaining difficult solutions students,0
examples,0
po complete materials since math students kayang imental math yes love math others po po sanang basabasa lang module give us approach mas mauunawaan last pray checks every doings students lms specifically solutions passed gave us grades nararapat samin,1
po namen mainitidihan yung explanation maam,0
commit personal professional development,0
needs explain topic stepbystep students proficient enough said topic also needs check activities one one submitted,0
accessible even outside class hours,0
physical learning materials easier use teaching hard lessons,0
mas linawin lang sana itatackle yung ibang nga mahihirap topics,0
hard laptop explained lesson prefer whiteboard,0
siguro lack explanations topics examples masyadong napapaliwanag maayos,0
drowsy teach difficulty using laptop solve algebra problems,0
provide precise clear learning material students students understand lesson specially math subject,0
voice audio please explain lessons clearly using whiteboard helpful explain lessons clearly,0
need explain course simplier understandable,0
maam improve explanation solving problem,0
opinion try communicate ask students recitation maybe asleep discussion,0
cheerful nxtime,0
1 nag seset malaking expectations students,0
give situation average speed speaking,0
areas need improvement delivers lessons often mistaken voice bored teaching,0
none shes good kind considerate,1
maam needs energy teaching sometime accidentally fell asleep teaching,0
teaching,0
think way speak topic sometimes stutters speaks,0
try make class engaging interact students,0
nothing really shes already great,1
make students participate class,0
explain topic orderly,0
guess interactive students overall shes great professor,1
mag show mas raming example,0
think shes already good maybe keep good work,0
dont speak much faster dont get point want us know keep slow slower,0
think speaking discussing speak slower good professor,0
making quizzes topics module,0
galingan po nya pag tuturo,0
think needs improve teaching clearer sometimes dont understand,0
needs make teaching slow dont understand well saying discussing,0
first discuss others,0
understand well,0
im providing lessons presentations,0
late mag announce activities end yung mag ccram pag mamadali think two subjects yung tinuturo sir kasi mag exam sya halong rph eh rizal yung subject nya kadalasan kalahating rph kalahating rizal yung topic nya exam wag po sanang ganito yung exam kasi nakakalito lol,0
teach us,0
needs present visual materials class students understand topic,0
way discussion time management,0
communication students,0
nung wala kaming meet sakanya kalaunan lang nagkaron meron man saglit lang pinapanood lang video,0
maybe learn things technically shes good prof,1
mas galingan po pag tuturo pe,0
ideas knowledge,0
know online lms well,0
teach us,0
think still needs improve teaching give examples,0
virtual explanation activity,0
correct activity instruction,0
needs engage students make class active,0
providing examples,0
hard exams,0
think needs improve teaching give examples explain topic,0
typographical errors activity,0
teach,0
ideas knowledge,0
think give examples find easy way us catch lesson,0
need sure example well sometimes doin activity didnt know solve,0
presentation,0
schedule,0
nothing improve,1
madalas po sanang pumasok klase need po examples nya,0
sometimes lack activeness making announcements shes great professor,1
considerable,1
activities us student easily adapt sub,0
time teaching,0
think needs improve teaching give examples video cut youtube remaining topics longer continued,0
study understand well,0
stay healthy teach us well,0
sometimes cant attend classes due internet recently health issues though understandable lessons wasnt able discuss resorted giving video lessons instead hope avoid absent,0
first issue di sya nagtuturo whole first semester tatlong beses lang sya nag meet samin saglit lang kasi binibigyan lang video lesson nya sana alam maam di students parepareho yung nakakagets video lang doesnt mean ganun think busy si maam since business sya dont think justify yung pagiging tamad nya pagtuturo edi sana different profession nalang ini take maam tamad sya magturo anakkapatidestudyantekapwa tao po lang pagaaral napagsasabay second issue yung pagpapagawa nya activities andaming magpagawa di naman nagtuturo worst chinecheck lmao nakalagay lang unabis lms activity subject checking wala pang score yun lang po thanks,0
explanation explanation related course need improved,0
nothing really,1
dont think students fast learner maybe step step every lesson good,0
growth knowledge,0
sure example given us,0
teach us,0
time synchronous classes,0
think way giving examples think needs summarize topic,0
